Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,TotalSquareFeet
253,60,2,65.0,8366,1,0,3,0,1,1,0,4,7,6,1,2,6,5,2004,2004,4,0,5,5,3,0.0,2,4,3,2,4,2,6,0,6,0,798,798,5,0,1,1,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,0,6,2004.0,1,2,520,5,5,1,138,45,0,0,0,0,0,0,0,0,12,2008,4,1,173000,4,2438
254,80,2,85.0,9350,1,0,1,0,1,1,0,14,7,6,1,3,6,7,1964,1991,0,0,0,1,2,108.0,3,4,2,2,4,1,5,270,4,580,452,1302,5,0,1,1,1302,0,0,1302,0,1,2,0,3,1,2,7,3,0,0,6,1964.0,1,1,309,5,5,1,333,0,0,0,0,0,0,2,0,0,10,2007,1,1,158000,43,2604
255,20,2,70.0,8400,1,0,1,0,1,1,0,14,7,6,1,6,5,6,1957,1957,4,0,2,3,3,0.0,3,1,2,4,4,2,3,922,6,0,392,1314,5,4,1,1,1314,0,0,1314,1,0,1,0,3,1,3,5,6,0,0,6,1957.0,1,1,294,5,5,1,250,0,0,0,0,0,0,0,0,0,6,2010,4,1,145000,53,2628
256,60,2,66.0,8738,1,0,3,0,1,1,0,1,7,6,1,2,7,5,1999,1999,4,0,5,5,2,302.0,2,4,3,2,4,2,6,0,6,0,975,975,5,0,1,1,1005,1286,0,2291,0,0,2,1,4,1,2,8,6,1,5,2,1999.0,3,2,429,5,5,1,192,0,0,0,0,0,0,0,0,0,2,2006,4,1,230000,7,3266
257,60,0,64.0,8791,1,0,3,0,1,1,0,10,7,6,1,2,6,5,2003,2003,4,0,5,5,3,0.0,2,4,3,2,4,2,3,503,6,0,361,864,5,0,1,1,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,0,6,2003.0,1,2,673,5,5,1,216,56,0,0,0,0,0,0,0,0,5,2008,4,1,207500,5,2592
258,20,2,68.0,8814,1,0,1,0,1,1,0,13,7,6,1,6,7,5,2006,2006,4,0,5,5,0,180.0,2,4,3,2,4,2,0,1334,6,0,270,1604,5,0,1,1,1604,0,0,1604,1,0,2,1,3,1,2,8,6,1,2,6,2006.0,1,2,660,5,5,1,123,110,0,0,0,0,0,0,0,0,3,2009,4,4,220000,3,3208
259,60,2,80.0,12435,1,0,1,0,1,1,0,13,7,6,1,2,7,5,2001,2001,4,0,5,5,2,172.0,2,4,3,2,4,2,0,361,6,0,602,963,5,0,1,1,963,829,0,1792,0,0,2,1,3,1,2,7,6,1,5,6,2001.0,1,2,564,5,5,1,0,96,0,245,0,0,0,0,0,0,5,2008,4,1,231500,7,2755
260,20,4,70.0,12702,1,0,1,0,1,1,0,5,7,6,1,6,5,5,1956,1956,4,0,6,7,3,0.0,3,4,3,0,0,0,2,0,0,0,0,0,5,1,1,3,882,0,0,882,0,0,1,0,2,1,3,4,6,0,0,3,1956.0,2,1,308,5,5,1,0,45,0,0,0,0,0,0,0,0,12,2008,4,1,97000,52,882
261,80,2,120.0,19296,1,0,1,0,1,0,0,14,4,6,1,3,6,5,1962,1962,4,0,12,13,2,399.0,3,4,2,4,4,1,3,672,4,690,0,1362,5,4,1,1,1382,0,0,1382,1,0,1,0,3,1,3,6,6,1,5,6,1991.0,2,2,884,5,5,1,0,0,252,0,0,0,0,4,0,0,5,2009,4,1,176000,47,2744
262,60,2,69.0,9588,1,0,3,0,1,1,0,13,7,6,1,2,8,5,2007,2007,4,0,10,6,0,270.0,2,4,3,1,4,2,6,0,6,0,1482,1482,5,0,1,1,1482,1092,0,2574,0,0,2,1,3,1,1,10,6,1,2,2,2007.0,3,3,868,5,5,1,0,148,0,0,0,0,0,0,0,0,11,2007,8,2,276000,0,4056
263,80,2,88.0,8471,1,0,3,0,1,0,0,24,7,6,1,3,6,7,1977,1995,4,0,0,9,2,46.0,3,4,2,2,1,4,4,506,6,0,0,506,5,4,1,1,1212,0,0,1212,1,0,1,0,3,1,3,6,6,1,5,6,1978.0,2,2,492,5,5,1,292,12,0,0,0,0,0,4,0,0,7,2006,4,1,151000,29,1718
264,50,4,50.0,5500,1,0,1,0,1,0,0,5,7,6,1,5,5,7,1929,2001,4,0,12,13,3,0.0,3,4,5,4,4,2,5,234,4,692,0,926,5,4,1,1,926,0,390,1316,1,0,1,0,3,1,3,6,6,0,0,3,1974.0,2,2,484,5,5,1,0,0,0,0,0,0,0,0,0,0,4,2010,4,1,130000,81,1852
265,30,4,30.0,5232,1,1,2,1,1,1,0,5,4,6,1,6,5,5,1925,2004,4,0,12,13,3,0.0,3,4,5,3,4,2,6,0,6,0,680,680,5,1,0,2,764,0,0,764,0,0,1,0,2,1,3,4,6,0,0,3,1965.0,2,2,504,5,5,0,0,0,0,0,0,0,0,0,0,0,6,2008,4,1,73000,83,1444
266,20,2,78.0,12090,1,0,3,0,1,1,0,6,7,6,1,6,6,6,1981,1981,4,0,2,3,2,210.0,3,1,2,2,4,2,0,588,5,228,606,1422,5,4,1,1,1422,0,0,1422,0,0,2,0,3,1,2,7,6,1,5,6,1981.0,3,2,576,5,5,1,276,0,0,0,0,0,0,3,0,0,6,2008,4,1,175500,27,2844
267,60,2,70.0,11207,1,0,3,2,1,3,0,1,7,6,1,2,6,5,1997,1997,4,0,5,5,3,0.0,3,4,3,2,4,4,0,714,6,0,88,802,5,1,1,1,802,709,0,1511,1,0,2,1,3,1,3,8,6,1,5,6,1997.0,3,2,413,5,5,1,95,75,0,0,0,0,0,0,0,0,6,2006,4,1,185000,9,2313
268,75,2,60.0,8400,1,0,1,1,1,1,2,23,7,6,1,1,5,8,1939,1997,4,0,12,13,3,0.0,3,4,3,4,4,2,5,378,6,0,342,720,5,0,1,1,1052,720,420,2192,0,0,2,1,4,1,2,8,6,1,2,3,1939.0,2,1,240,5,5,1,262,24,0,0,0,0,0,0,0,0,7,2008,4,1,179500,69,2492
269,30,4,71.0,6900,1,0,1,0,1,1,0,15,7,6,1,6,5,6,1940,1955,4,0,5,5,3,0.0,3,4,2,4,4,2,4,403,3,125,212,740,5,0,1,1,778,0,0,778,0,0,1,0,2,1,3,4,6,1,2,3,1966.0,3,1,924,1,1,1,0,25,0,0,0,0,0,0,0,0,2,2008,4,1,120500,68,1518
270,20,2,69.0,7917,1,0,3,0,1,0,0,2,7,6,1,6,6,7,1976,1976,0,0,0,1,2,174.0,3,1,2,4,1,2,1,751,6,0,392,1143,5,4,1,1,1113,0,0,1113,1,0,1,1,3,1,3,6,6,1,3,6,1987.0,1,1,504,5,2,1,370,30,0,0,0,0,0,3,0,0,5,2007,4,1,148000,31,2256
271,60,0,84.0,10728,1,0,1,0,1,1,0,10,7,6,1,2,8,5,2006,2006,4,0,5,5,3,0.0,2,4,3,2,4,3,6,0,6,0,1095,1095,5,1,1,1,1095,844,0,1939,0,0,2,1,3,1,2,8,6,1,2,6,2006.0,1,3,1053,5,5,1,192,51,0,0,0,0,0,0,0,0,8,2006,8,2,266000,0,3034
272,20,2,73.0,39104,1,0,3,3,1,4,1,7,7,6,1,6,7,7,1954,2005,1,1,8,9,3,0.0,3,4,2,2,4,1,5,226,2,1063,96,1385,5,0,1,1,1363,0,0,1363,1,0,1,0,2,1,3,5,5,2,5,6,1954.0,2,2,439,5,5,1,81,0,0,0,0,0,0,0,0,0,4,2008,4,1,241500,54,2748
273,60,2,92.0,11764,1,0,3,0,1,4,0,22,7,6,1,2,8,7,1999,2007,4,0,5,5,2,348.0,2,4,3,2,4,2,0,524,6,0,628,1152,5,0,1,1,1164,1106,0,2270,0,0,2,1,4,1,2,9,6,1,2,6,1999.0,3,3,671,5,5,1,132,57,0,0,0,0,0,0,0,0,4,2010,4,1,290000,11,3422
274,20,2,80.0,9600,1,0,1,0,1,1,0,14,3,6,1,6,6,6,1958,1988,0,0,12,13,1,183.0,3,4,2,4,4,2,3,620,5,620,0,1240,5,1,1,1,1632,0,0,1632,1,0,2,0,3,1,3,6,3,1,2,6,1958.0,1,1,338,5,5,1,289,0,0,0,0,0,0,2,0,0,4,2009,4,1,139000,51,2872
275,20,2,76.0,8314,1,0,1,0,1,0,0,17,7,6,1,6,5,7,1982,1982,4,0,0,10,3,0.0,3,4,2,4,4,1,4,546,6,0,270,816,5,4,1,1,816,0,0,816,0,0,1,0,2,1,3,5,6,0,0,6,1982.0,2,1,264,5,5,1,168,0,0,0,0,0,0,0,0,0,6,2007,4,1,124500,25,1632
276,50,2,55.0,7264,1,0,1,0,1,1,0,3,7,6,1,5,7,7,1925,2007,4,0,12,13,3,0.0,2,1,5,4,4,2,6,0,6,0,952,952,2,1,0,1,952,596,0,1548,0,0,2,1,3,1,1,5,6,0,0,3,1978.0,2,2,672,5,5,1,74,0,0,0,144,0,0,0,0,0,10,2009,4,1,205000,84,2500
277,20,2,129.0,9196,1,0,3,0,1,1,0,17,7,6,1,6,7,5,2003,2003,4,0,5,5,3,0.0,2,4,3,1,4,2,6,0,6,0,1560,1560,5,0,1,1,1560,0,0,1560,0,0,2,0,3,1,2,7,6,0,0,6,2003.0,3,2,573,5,5,1,100,150,0,0,0,0,0,0,0,0,4,2010,4,1,201000,7,3120
278,20,2,140.0,19138,1,0,1,0,1,0,0,1,7,6,1,6,4,5,1951,1951,4,0,5,5,3,0.0,3,4,2,4,4,2,5,120,6,0,744,864,5,0,1,1,864,0,0,864,0,0,1,0,2,1,3,4,6,0,0,3,1951.0,2,2,400,5,5,1,0,0,0,0,0,0,0,0,0,0,6,2010,4,1,141000,59,1728
279,20,2,107.0,14450,1,0,1,0,1,1,0,0,7,6,1,6,9,5,2006,2007,4,0,10,6,2,315.0,1,4,3,1,4,1,6,0,6,0,2121,2121,5,0,1,1,2121,0,0,2121,0,0,2,1,3,1,1,8,6,1,1,6,2007.0,3,3,732,5,5,1,124,98,0,0,142,0,0,0,0,0,5,2007,8,2,415298,1,4242
280,60,2,83.0,10005,1,0,1,0,1,1,0,7,7,6,1,2,7,5,1977,1977,0,0,8,9,2,299.0,3,4,2,2,4,2,1,392,6,0,768,1160,5,0,1,1,1156,866,0,2022,0,0,2,1,4,1,3,8,6,1,5,6,1977.0,3,2,505,5,5,1,288,117,0,0,0,0,0,0,0,0,3,2008,4,1,192000,31,3182
281,60,2,82.0,11287,1,0,1,0,1,1,0,4,7,6,1,2,7,6,1989,1989,4,0,8,9,2,340.0,2,4,2,2,4,4,0,421,6,0,386,807,5,1,1,1,1175,807,0,1982,0,0,2,1,3,1,2,7,6,1,5,6,1989.0,3,2,575,5,5,1,0,84,0,196,0,0,0,0,0,0,1,2007,4,1,228500,18,2789
282,20,0,60.0,7200,1,2,1,0,1,1,0,10,7,6,1,6,6,5,2006,2006,4,0,5,5,0,68.0,2,4,3,2,4,2,0,905,6,0,357,1262,5,1,1,1,1262,0,0,1262,0,0,2,0,2,1,2,5,6,0,0,6,2006.0,3,2,572,5,5,1,0,120,0,0,0,0,0,0,0,0,5,2006,8,2,185000,0,2524
283,120,2,34.0,5063,1,0,1,0,1,1,0,0,7,6,0,6,7,5,2007,2008,4,0,5,5,0,166.0,2,4,3,2,4,2,0,904,6,0,410,1314,5,0,1,1,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,2,6,2008.0,1,2,626,5,5,1,172,62,0,0,0,0,0,0,0,0,4,2009,7,1,207500,2,2628
284,20,2,74.0,9612,1,0,1,0,1,1,0,10,3,6,1,6,8,5,2008,2009,4,0,5,5,0,72.0,2,4,3,2,4,2,6,0,6,0,1468,1468,5,0,1,1,1468,0,0,1468,0,0,2,0,3,1,2,6,6,1,2,6,2008.0,3,3,898,5,5,1,210,150,0,0,0,0,0,0,0,0,12,2009,8,2,244600,1,2936
285,120,2,50.0,8012,1,0,1,0,1,1,0,4,7,6,2,6,6,5,1992,1992,4,0,8,10,3,0.0,2,4,3,2,4,2,0,430,6,0,1145,1575,5,1,1,1,1575,0,0,1575,1,0,2,0,2,1,2,5,6,0,0,6,1992.0,1,2,529,5,5,1,0,0,52,0,0,0,0,0,0,0,7,2007,4,1,179200,15,3150
286,160,0,35.0,4251,1,2,3,0,1,1,0,10,7,6,2,2,7,5,2006,2007,4,0,2,3,3,0.0,2,4,3,2,4,2,6,0,6,0,625,625,5,0,1,1,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,0,3,2006.0,1,2,528,5,5,1,0,54,0,0,0,0,0,0,0,0,6,2007,8,2,164700,1,1875
287,50,2,77.0,9786,1,0,3,1,1,1,0,14,7,6,1,5,6,7,1962,1981,4,0,12,13,3,0.0,3,4,2,4,4,2,3,600,6,0,312,912,5,4,1,1,1085,649,0,1734,0,0,1,1,3,1,2,7,6,1,2,6,1962.0,1,2,440,5,5,1,0,0,0,0,128,0,0,3,0,0,6,2006,4,1,159000,44,2646
288,20,2,69.0,8125,1,0,3,0,1,0,0,14,7,6,1,6,4,4,1971,1971,4,0,0,1,3,0.0,3,4,2,4,4,2,1,614,6,0,244,858,5,4,1,1,858,0,0,858,0,0,1,0,3,1,3,5,6,0,0,0,1980.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2006,4,1,88000,35,1716
289,20,2,69.0,9819,1,0,3,0,1,1,0,24,7,6,1,6,5,5,1967,1967,4,0,2,3,2,31.0,3,1,2,4,4,2,1,450,6,0,432,882,5,4,1,1,900,0,0,900,0,0,1,0,3,1,3,5,6,0,0,3,1970.0,2,1,280,5,5,1,0,0,0,0,0,0,0,2,0,0,2,2010,4,1,122000,43,1782
290,70,2,60.0,8730,1,0,1,0,1,1,0,3,5,6,1,2,6,7,1915,2003,4,0,12,13,3,0.0,3,4,5,4,4,2,6,0,6,0,698,698,5,0,1,3,698,698,0,1396,0,0,1,0,3,1,3,7,6,0,0,3,2003.0,2,1,384,5,5,1,0,0,0,0,259,0,0,0,0,0,7,2007,4,1,153575,92,2094
291,60,2,120.0,15611,1,0,1,0,1,1,0,13,7,6,1,2,8,5,2006,2006,4,0,5,5,3,0.0,2,4,3,2,4,4,6,0,6,0,1079,1079,5,0,1,1,1079,840,0,1919,0,0,2,1,3,1,2,8,6,1,2,6,2006.0,1,2,685,2,5,1,0,51,0,0,0,0,0,0,0,0,7,2006,8,2,233230,0,2998
292,190,2,55.0,5687,1,1,1,1,1,1,0,23,7,6,3,2,5,6,1912,2000,4,0,5,5,3,0.0,3,2,3,4,2,2,3,210,6,0,570,780,5,0,0,1,936,780,0,1716,1,0,2,0,6,1,0,9,6,0,0,0,1980.0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,3,2008,4,1,135900,96,2496
293,50,2,60.0,11409,1,0,1,0,1,1,0,2,7,6,1,5,5,4,1949,2008,4,0,12,13,3,0.0,3,4,2,4,4,2,5,292,6,0,476,768,5,1,1,1,1148,568,0,1716,0,0,1,1,3,1,3,8,2,1,2,6,1949.0,2,1,281,5,5,1,0,0,0,0,160,0,0,0,0,0,1,2009,4,1,131000,60,2484
294,60,2,69.0,16659,1,0,3,0,1,0,0,6,8,6,1,2,7,7,1977,1994,4,0,8,9,2,34.0,3,4,2,4,4,2,4,795,6,0,0,795,5,2,1,1,1468,795,0,2263,1,0,2,1,3,1,2,9,6,1,5,6,1977.0,3,2,539,5,5,1,0,250,0,0,0,0,0,0,0,0,3,2006,4,1,235000,29,3058
295,20,2,80.0,9600,1,0,1,0,1,1,0,14,7,6,1,6,6,5,1953,1953,0,0,0,1,0,238.0,3,4,2,4,4,2,0,1285,6,0,131,1416,5,4,1,1,1644,0,0,1644,1,0,1,0,3,1,3,7,6,2,2,6,1953.0,3,2,418,5,5,1,110,0,0,0,0,0,0,0,0,0,10,2009,4,1,167000,56,3060
296,80,2,37.0,7937,1,0,3,0,1,4,0,17,7,6,1,3,6,6,1984,1984,4,0,0,1,3,0.0,3,4,2,4,4,4,0,819,6,0,184,1003,5,4,1,1,1003,0,0,1003,1,0,1,0,3,1,3,6,6,0,0,3,1984.0,2,2,588,5,5,1,120,0,0,0,0,0,0,3,0,0,3,2006,4,1,142500,22,2006
297,50,4,75.0,13710,1,0,1,0,1,1,0,15,7,6,1,5,5,5,1950,1950,4,0,12,13,3,0.0,3,4,2,4,4,2,1,420,6,0,490,910,5,4,1,3,910,648,0,1558,0,0,1,1,4,1,3,6,6,0,0,6,1950.0,2,1,282,5,5,1,289,0,0,0,0,0,0,2,0,0,6,2007,4,1,152000,57,2468
298,60,0,66.0,7399,1,2,3,0,1,1,0,10,7,6,1,2,7,5,1997,1998,0,0,5,5,2,1600.0,2,4,3,2,4,2,1,649,6,0,326,975,5,0,1,1,975,975,0,1950,0,0,2,1,3,1,2,7,6,1,5,3,1997.0,1,2,576,5,5,1,0,10,0,0,198,0,0,0,0,0,6,2007,4,1,239000,10,2925
299,60,2,90.0,11700,1,0,1,0,1,1,0,6,7,6,1,2,6,6,1968,1968,2,0,0,15,2,365.0,2,4,2,4,4,2,4,384,3,175,143,702,5,1,1,1,1041,702,0,1743,0,1,1,2,3,1,3,7,6,1,2,6,1968.0,2,2,539,5,5,1,224,0,0,0,0,0,0,0,0,0,6,2007,4,1,175000,39,2445
300,20,2,80.0,14000,1,0,1,0,1,1,0,12,7,6,1,6,6,8,1950,2004,4,0,0,1,3,0.0,3,1,2,4,4,2,6,0,6,0,1092,1092,5,0,1,1,1152,0,0,1152,0,1,1,0,3,1,2,6,6,1,2,6,1950.0,2,1,300,5,5,1,0,36,0,0,0,0,0,3,0,0,8,2009,4,5,158500,59,2244
301,190,2,90.0,15750,1,0,1,0,1,0,0,12,7,6,3,6,5,5,1953,1953,0,0,2,3,2,56.0,3,4,2,4,4,3,1,841,6,0,324,1165,5,4,1,1,1336,0,0,1336,1,0,1,0,2,1,3,5,6,2,2,6,1953.0,2,1,375,5,5,1,0,0,0,0,0,0,0,0,0,0,6,2006,4,1,157000,53,2501
302,60,2,66.0,16226,1,0,2,0,1,1,0,13,7,6,1,2,8,5,1998,1999,4,0,5,5,3,0.0,2,4,3,2,4,2,0,281,6,0,747,1028,5,0,1,1,1210,1242,0,2452,0,0,2,1,4,1,2,9,6,1,5,2,1998.0,3,2,683,5,5,1,208,50,0,0,0,0,0,0,0,0,5,2007,4,1,267000,9,3480
303,20,2,118.0,13704,1,0,3,0,1,0,0,13,7,6,1,6,7,5,2001,2002,4,0,5,5,2,150.0,2,4,3,2,4,2,6,0,6,0,1541,1541,5,0,1,1,1541,0,0,1541,0,0,2,0,3,1,2,6,6,1,5,6,2001.0,1,3,843,5,5,1,468,81,0,0,0,0,0,0,0,0,1,2006,4,1,205000,5,3082
304,20,2,70.0,9800,1,0,1,0,1,0,0,13,7,6,1,6,5,7,1972,1972,4,0,5,5,3,0.0,3,4,3,4,4,2,4,894,6,0,0,894,5,4,1,1,894,0,0,894,1,0,1,0,3,1,3,5,6,0,0,6,1975.0,2,2,552,5,5,1,256,0,0,0,0,0,0,4,0,0,7,2006,4,4,149900,34,1788
305,75,4,87.0,18386,1,0,1,0,1,1,0,5,7,6,1,1,7,9,1880,2002,4,0,10,6,3,0.0,3,4,5,4,4,2,6,0,6,0,1470,1470,5,0,1,1,1675,1818,0,3493,0,0,3,0,3,1,2,10,6,1,1,6,2003.0,2,3,870,5,5,1,302,0,0,0,0,0,0,0,0,0,5,2008,4,1,295000,128,4963
306,20,2,80.0,10386,1,0,1,0,1,1,0,13,7,6,1,6,8,5,2004,2005,4,0,10,6,0,246.0,2,4,3,2,4,2,0,1464,6,0,536,2000,5,0,1,1,2000,0,0,2000,1,0,2,0,3,1,2,8,6,0,0,6,2004.0,3,3,888,5,5,1,168,0,0,0,0,0,0,0,0,0,7,2007,4,1,305900,3,4000
307,60,2,116.0,13474,1,0,1,0,1,1,0,4,3,6,1,2,7,5,1990,1991,4,0,0,9,2,246.0,2,4,2,2,4,2,4,700,6,0,0,700,5,1,1,1,1122,1121,0,2243,1,0,2,1,4,1,2,8,6,1,5,6,1990.0,1,3,746,5,5,1,127,44,224,0,0,0,0,0,0,0,6,2007,4,1,225000,17,2943
308,50,4,69.0,7920,1,1,3,0,1,1,0,15,4,6,1,5,6,7,1920,1950,4,0,2,3,3,0.0,3,2,2,4,4,2,6,0,6,0,319,319,5,4,1,3,1035,371,0,1406,0,0,1,0,3,1,0,6,6,0,0,0,1980.0,0,0,0,0,0,0,0,144,0,0,0,0,0,2,0,0,3,2008,4,1,89500,88,1725
309,30,2,69.0,12342,1,0,3,0,1,1,0,2,7,6,1,6,4,5,1940,1950,4,0,5,5,3,0.0,3,4,2,4,4,2,1,262,6,0,599,861,5,0,1,1,861,0,0,861,0,0,1,0,1,1,3,4,6,0,0,3,1961.0,2,2,539,5,5,1,158,0,0,0,0,0,0,0,0,0,3,2009,4,1,82500,69,1722
310,20,2,90.0,12378,1,0,3,0,1,1,0,0,7,6,1,6,9,5,2003,2004,4,0,5,5,3,0.0,2,4,3,1,4,1,0,1274,6,0,622,1896,5,0,1,1,1944,0,0,1944,1,0,2,0,3,1,1,8,6,3,1,6,2003.0,3,3,708,5,5,1,208,175,0,0,0,0,0,0,0,0,11,2006,4,1,360000,3,3840
311,60,2,69.0,7685,1,0,3,0,1,1,0,1,7,6,1,2,6,5,1993,1994,4,0,0,1,2,112.0,3,4,3,2,4,2,4,518,6,0,179,697,5,1,1,1,697,804,0,1501,0,0,2,1,3,1,2,6,6,1,5,6,1993.0,3,2,420,5,5,1,190,63,0,0,0,0,0,0,0,0,5,2006,4,1,165600,13,2198
312,20,2,50.0,8000,1,0,1,0,1,1,0,14,7,6,1,6,6,6,1948,2002,4,0,5,5,3,0.0,3,1,2,4,4,2,4,680,6,0,292,972,5,0,1,1,972,0,0,972,1,0,1,0,2,1,3,5,6,1,2,3,1948.0,2,1,240,5,5,1,0,0,0,0,0,0,0,0,0,0,5,2009,4,1,132000,61,1944
313,190,4,65.0,7800,1,0,1,0,1,1,0,5,4,6,3,5,5,7,1939,1950,4,0,2,3,3,0.0,3,4,2,2,4,3,3,507,6,0,286,793,5,4,1,1,793,325,0,1118,1,0,1,0,3,1,3,5,6,1,2,3,1939.0,2,2,410,5,5,1,0,0,0,0,271,0,0,2,0,0,5,2006,4,1,119900,67,1911
314,20,2,150.0,215245,1,0,2,3,1,1,1,16,7,6,1,6,7,5,1965,1965,0,0,6,7,3,0.0,3,4,2,2,4,1,4,1236,3,820,80,2136,2,4,1,1,2036,0,0,2036,2,0,2,0,3,1,3,8,6,2,2,6,1965.0,1,2,513,5,5,1,0,0,0,0,0,0,0,0,0,0,6,2009,4,1,375000,44,4172
315,70,4,60.0,9600,1,1,1,0,1,1,0,5,7,6,1,2,7,7,1925,1990,4,0,12,13,3,0.0,3,4,5,4,1,2,5,16,6,0,712,728,5,0,1,1,832,809,0,1641,0,1,1,1,3,1,1,6,6,1,2,3,1925.0,2,2,546,3,5,1,0,0,234,0,0,0,0,0,0,0,8,2006,4,1,178000,81,2369
316,60,2,71.0,7795,1,0,3,0,1,1,0,1,7,6,1,2,7,5,2004,2005,4,0,5,5,3,0.0,2,4,3,2,4,2,0,425,6,0,291,716,5,0,1,1,716,716,0,1432,1,0,2,1,3,1,2,6,6,1,2,6,2004.0,3,2,432,5,5,1,100,51,0,0,0,0,0,0,0,0,7,2009,4,1,188500,5,2148
317,60,2,94.0,13005,1,0,3,0,1,0,0,6,7,6,1,2,7,7,1980,1980,4,0,10,6,2,278.0,2,4,2,2,4,2,0,692,6,0,153,845,5,4,1,1,1153,1200,0,2353,1,0,2,1,4,1,1,10,6,1,5,6,1983.0,1,2,484,5,5,1,288,195,0,0,0,0,0,3,0,0,8,2009,4,1,260000,29,3198
318,60,0,75.0,9000,1,0,1,0,1,1,0,10,7,6,1,2,8,5,2006,2006,4,0,5,5,3,0.0,2,4,3,2,4,4,6,0,6,0,1088,1088,5,0,1,1,1088,871,0,1959,0,0,2,1,3,1,2,8,6,1,2,6,2006.0,1,3,1025,5,5,1,208,46,0,0,0,0,0,0,0,0,12,2007,4,1,270000,1,3047
319,60,2,90.0,9900,1,0,1,3,1,1,2,22,7,6,1,2,7,5,1993,1993,4,0,0,1,2,256.0,2,4,3,2,4,1,0,987,6,0,360,1347,5,0,1,1,1372,1274,0,2646,1,0,2,1,4,1,2,9,6,1,5,6,1993.0,1,3,656,5,5,1,340,60,144,0,0,0,0,0,0,0,4,2009,4,1,260000,16,3993
320,80,2,69.0,14115,1,0,1,0,1,1,0,6,7,6,1,3,7,5,1980,1980,4,0,8,9,2,225.0,3,4,2,2,4,4,0,1036,6,0,336,1372,5,4,1,1,1472,0,0,1472,1,0,2,0,3,1,3,6,6,2,5,6,1980.0,2,2,588,5,5,1,233,48,0,0,0,0,0,0,0,0,6,2009,4,1,187500,29,2844
321,60,2,111.0,16259,1,0,1,0,1,0,0,0,7,6,1,2,9,5,2006,2006,4,0,5,5,0,370.0,3,4,3,1,1,4,6,0,6,0,1249,1249,5,0,1,1,1249,1347,0,2596,0,0,3,1,4,1,2,9,6,0,0,6,2006.0,1,3,840,5,5,1,240,154,0,0,0,0,0,0,0,0,9,2006,8,2,342643,0,3845
322,60,2,99.0,12099,1,0,3,0,1,1,0,0,7,6,1,2,8,5,2004,2004,4,0,5,5,2,388.0,2,4,3,1,4,4,0,970,6,0,166,1136,5,0,1,1,1136,1332,0,2468,1,0,2,1,4,1,2,10,6,1,2,2,2004.0,3,3,872,5,5,1,184,154,0,0,0,0,0,0,0,0,6,2007,4,1,354000,3,3604
323,60,2,86.0,10380,1,0,3,0,1,1,0,4,7,6,1,2,7,5,1986,1987,4,0,8,9,2,172.0,2,4,2,4,4,1,5,28,4,1474,0,1502,5,0,1,1,1553,1177,0,2730,1,0,2,1,4,1,2,8,6,1,5,6,1987.0,3,2,576,5,5,1,201,96,0,0,0,0,0,2,0,0,8,2007,4,1,301000,21,4232
324,20,4,49.0,5820,1,0,1,0,1,1,0,5,7,6,1,6,3,8,1955,2005,4,0,5,5,3,0.0,3,1,2,4,4,2,4,256,6,0,906,1162,5,0,1,1,1163,0,0,1163,1,0,1,0,3,1,3,6,6,0,0,6,1955.0,2,1,220,3,5,1,142,98,0,0,0,0,0,0,0,0,7,2006,4,1,126175,51,2325
325,80,2,96.0,11275,1,0,1,0,1,0,0,14,1,6,1,3,7,7,1967,2007,2,7,12,13,2,300.0,2,1,2,2,4,2,6,0,6,0,710,710,5,0,1,1,1898,1080,0,2978,0,0,2,1,5,1,2,11,6,1,2,2,1961.0,3,2,564,5,5,1,240,0,0,0,0,0,0,0,0,0,6,2010,4,1,242000,43,3688
326,45,4,50.0,5000,1,0,1,0,1,1,0,15,2,6,1,7,5,6,1941,1950,4,0,2,3,3,0.0,3,4,2,4,4,4,1,116,6,0,604,720,5,3,0,4,803,0,0,803,0,0,1,0,2,1,3,5,6,0,0,3,1941.0,2,2,360,5,5,1,0,0,244,0,0,0,0,0,0,0,12,2007,4,1,87000,66,1523
