PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title
431,1,0.0,1.0,28.0,0,0,26.55,2.0,2.0
432,1,2.0,0.0,41.0,1,0,16.1,2.0,3.0
433,1,1.0,0.0,42.0,1,0,26.0,2.0,3.0
434,0,2.0,1.0,17.0,0,0,7.125,2.0,2.0
435,0,0.0,1.0,50.0,1,0,55.9,2.0,2.0
436,1,0.0,0.0,14.0,1,2,120.0,2.0,1.0
437,0,2.0,0.0,21.0,2,2,34.375,2.0,1.0
438,1,1.0,0.0,24.0,2,3,18.75,2.0,3.0
439,0,0.0,1.0,64.0,1,4,263.0,2.0,2.0
440,0,1.0,1.0,31.0,0,0,10.5,2.0,2.0
441,1,1.0,0.0,45.0,1,1,26.25,2.0,3.0
442,0,2.0,1.0,20.0,0,0,9.5,2.0,2.0
443,0,2.0,1.0,25.0,1,0,7.775,2.0,2.0
444,1,1.0,0.0,28.0,0,0,13.0,2.0,1.0
445,1,2.0,1.0,43.0,0,0,8.1125,2.0,2.0
446,1,0.0,1.0,4.0,0,2,81.8583,2.0,0.0
447,1,1.0,0.0,13.0,0,1,19.5,2.0,1.0
448,1,0.0,1.0,34.0,0,0,26.55,2.0,2.0
449,1,2.0,0.0,5.0,2,1,19.2583,0.0,1.0
450,1,0.0,1.0,52.0,0,0,30.5,2.0,4.0
451,0,1.0,1.0,36.0,1,2,27.75,2.0,2.0
452,0,2.0,1.0,33.0,1,0,19.9667,2.0,2.0
453,0,0.0,1.0,30.0,0,0,27.75,0.0,2.0
454,1,0.0,1.0,49.0,1,0,89.1042,0.0,2.0
455,0,2.0,1.0,15.0,0,0,8.05,2.0,2.0
456,1,2.0,1.0,29.0,0,0,7.8958,0.0,2.0
457,0,0.0,1.0,65.0,0,0,26.55,2.0,2.0
458,1,0.0,0.0,38.0,1,0,51.8625,2.0,3.0
459,1,1.0,0.0,50.0,0,0,10.5,2.0,1.0
460,0,2.0,1.0,17.0,0,0,7.75,1.0,2.0
461,1,0.0,1.0,48.0,0,0,26.55,2.0,2.0
462,0,2.0,1.0,34.0,0,0,8.05,2.0,2.0
463,0,0.0,1.0,47.0,0,0,38.5,2.0,2.0
464,0,1.0,1.0,48.0,0,0,13.0,2.0,2.0
465,0,2.0,1.0,20.0,0,0,8.05,2.0,2.0
466,0,2.0,1.0,38.0,0,0,7.05,2.0,2.0
467,0,1.0,1.0,18.0,0,0,0.0,2.0,2.0
468,0,0.0,1.0,56.0,0,0,26.55,2.0,2.0
469,0,2.0,1.0,17.0,0,0,7.725,1.0,2.0
470,1,2.0,0.0,0.75,2,1,19.2583,0.0,1.0
471,0,2.0,1.0,28.0,0,0,7.25,2.0,2.0
472,0,2.0,1.0,38.0,0,0,8.6625,2.0,2.0
473,1,1.0,0.0,33.0,1,2,27.75,2.0,3.0
474,1,1.0,0.0,23.0,0,0,13.7917,0.0,3.0
475,0,2.0,0.0,22.0,0,0,9.8375,2.0,1.0
476,0,0.0,1.0,38.0,0,0,52.0,2.0,2.0
477,0,1.0,1.0,34.0,1,0,21.0,2.0,2.0
478,0,2.0,1.0,29.0,1,0,7.0458,2.0,2.0
479,0,2.0,1.0,22.0,0,0,7.5208,2.0,2.0
480,1,2.0,0.0,2.0,0,1,12.2875,2.0,1.0
481,0,2.0,1.0,9.0,5,2,46.9,2.0,0.0
482,0,1.0,1.0,29.0,0,0,0.0,2.0,2.0
483,0,2.0,1.0,50.0,0,0,8.05,2.0,2.0
484,1,2.0,0.0,63.0,0,0,9.5875,2.0,3.0
485,1,0.0,1.0,25.0,1,0,91.0792,0.0,2.0
486,0,2.0,0.0,42.0,3,1,25.4667,2.0,1.0
487,1,0.0,0.0,35.0,1,0,90.0,2.0,3.0
488,0,0.0,1.0,58.0,0,0,29.7,0.0,2.0
489,0,2.0,1.0,30.0,0,0,8.05,2.0,2.0
490,1,2.0,1.0,9.0,1,1,15.9,2.0,0.0
491,0,2.0,1.0,33.0,1,0,19.9667,2.0,2.0
492,0,2.0,1.0,21.0,0,0,7.25,2.0,2.0
493,0,0.0,1.0,55.0,0,0,30.5,2.0,2.0
494,0,0.0,1.0,71.0,0,0,49.5042,0.0,2.0
495,0,2.0,1.0,21.0,0,0,8.05,2.0,2.0
496,0,2.0,1.0,42.0,0,0,14.4583,0.0,2.0
497,1,0.0,0.0,54.0,1,0,78.2667,0.0,1.0
498,0,2.0,1.0,42.0,0,0,15.1,2.0,2.0
499,0,0.0,0.0,25.0,1,2,151.55,2.0,3.0
500,0,2.0,1.0,24.0,0,0,7.7958,2.0,2.0
501,0,2.0,1.0,17.0,0,0,8.6625,2.0,2.0
502,0,2.0,0.0,21.0,0,0,7.75,1.0,1.0
503,0,2.0,0.0,37.0,0,0,7.6292,1.0,1.0
504,0,2.0,0.0,37.0,0,0,9.5875,2.0,1.0
505,1,0.0,0.0,16.0,0,0,86.5,2.0,1.0
506,0,0.0,1.0,18.0,1,0,108.9,0.0,2.0
507,1,1.0,0.0,33.0,0,2,26.0,2.0,3.0
508,1,0.0,1.0,17.0,0,0,26.55,2.0,2.0
509,0,2.0,1.0,28.0,0,0,22.525,2.0,2.0
510,1,2.0,1.0,26.0,0,0,56.4958,2.0,2.0
511,1,2.0,1.0,29.0,0,0,7.75,1.0,2.0
512,0,2.0,1.0,22.0,0,0,8.05,2.0,2.0
513,1,0.0,1.0,36.0,0,0,26.2875,2.0,2.0
514,1,0.0,0.0,54.0,1,0,59.4,0.0,3.0
515,0,2.0,1.0,24.0,0,0,7.4958,2.0,2.0
516,0,0.0,1.0,47.0,0,0,34.0208,2.0,2.0
517,1,1.0,0.0,34.0,0,0,10.5,2.0,3.0
518,0,2.0,1.0,38.0,0,0,24.15,1.0,2.0
519,1,1.0,0.0,36.0,1,0,26.0,2.0,3.0
520,0,2.0,1.0,32.0,0,0,7.8958,2.0,2.0
521,1,0.0,0.0,30.0,0,0,93.5,2.0,1.0
522,0,2.0,1.0,22.0,0,0,7.8958,2.0,2.0
523,0,2.0,1.0,33.0,0,0,7.225,0.0,2.0
524,1,0.0,0.0,44.0,0,1,57.9792,0.0,3.0
525,0,2.0,1.0,24.0,0,0,7.2292,0.0,2.0
526,0,2.0,1.0,40.5,0,0,7.75,1.0,2.0
527,1,1.0,0.0,50.0,0,0,10.5,2.0,1.0
528,0,0.0,1.0,15.0,0,0,221.7792,2.0,2.0
529,0,2.0,1.0,39.0,0,0,7.925,2.0,2.0
530,0,1.0,1.0,23.0,2,1,11.5,2.0,2.0
531,1,1.0,0.0,2.0,1,1,26.0,2.0,1.0
532,0,2.0,1.0,21.0,0,0,7.2292,0.0,2.0
533,0,2.0,1.0,17.0,1,1,7.2292,0.0,2.0
534,1,2.0,0.0,40.0,0,2,22.3583,0.0,3.0
535,0,2.0,0.0,30.0,0,0,8.6625,2.0,1.0
536,1,1.0,0.0,7.0,0,2,26.25,2.0,1.0
537,0,0.0,1.0,45.0,0,0,26.55,2.0,4.0
538,1,0.0,0.0,30.0,0,0,106.425,0.0,1.0
539,0,2.0,1.0,30.0,0,0,14.5,2.0,2.0
540,1,0.0,0.0,22.0,0,2,49.5,0.0,1.0
541,1,0.0,0.0,36.0,0,2,71.0,2.0,1.0
542,0,2.0,0.0,9.0,4,2,31.275,2.0,1.0
543,0,2.0,0.0,11.0,4,2,31.275,2.0,1.0
544,1,1.0,1.0,32.0,1,0,26.0,2.0,2.0
545,0,0.0,1.0,50.0,1,0,106.425,0.0,2.0
546,0,0.0,1.0,64.0,0,0,26.0,2.0,2.0
547,1,1.0,0.0,19.0,1,0,26.0,2.0,3.0
548,1,1.0,1.0,34.0,0,0,13.8625,0.0,2.0
549,0,2.0,1.0,33.0,1,1,20.525,2.0,2.0
550,1,1.0,1.0,8.0,1,1,36.75,2.0,0.0
551,1,0.0,1.0,17.0,0,2,110.8833,0.0,2.0
552,0,1.0,1.0,27.0,0,0,26.0,2.0,2.0
553,0,2.0,1.0,18.0,0,0,7.8292,1.0,2.0
554,1,2.0,1.0,22.0,0,0,7.225,0.0,2.0
555,1,2.0,0.0,22.0,0,0,7.775,2.0,1.0
556,0,0.0,1.0,62.0,0,0,26.55,2.0,2.0
557,1,0.0,0.0,48.0,1,0,39.6,0.0,4.0
558,0,0.0,1.0,40.0,0,0,227.525,0.0,2.0
559,1,0.0,0.0,39.0,1,1,79.65,2.0,3.0
560,1,2.0,0.0,36.0,1,0,17.4,2.0,3.0
561,0,2.0,1.0,20.0,0,0,7.75,1.0,2.0
562,0,2.0,1.0,40.0,0,0,7.8958,2.0,2.0
563,0,1.0,1.0,28.0,0,0,13.5,2.0,2.0
564,0,2.0,1.0,34.0,0,0,8.05,2.0,2.0
565,0,2.0,0.0,34.0,0,0,8.05,2.0,1.0
566,0,2.0,1.0,24.0,2,0,24.15,2.0,2.0
567,0,2.0,1.0,19.0,0,0,7.8958,2.0,2.0
568,0,2.0,0.0,29.0,0,4,21.075,2.0,3.0
569,0,2.0,1.0,40.0,0,0,7.2292,0.0,2.0
570,1,2.0,1.0,32.0,0,0,7.8542,2.0,2.0
571,1,1.0,1.0,62.0,0,0,10.5,2.0,2.0
572,1,0.0,0.0,53.0,2,0,51.4792,2.0,3.0
573,1,0.0,1.0,36.0,0,0,26.3875,2.0,2.0
574,1,2.0,0.0,25.0,0,0,7.75,1.0,1.0
575,0,2.0,1.0,16.0,0,0,8.05,2.0,2.0
576,0,2.0,1.0,19.0,0,0,14.5,2.0,2.0
577,1,1.0,0.0,34.0,0,0,13.0,2.0,1.0
578,1,0.0,0.0,39.0,1,0,55.9,2.0,3.0
579,0,2.0,0.0,15.0,1,0,14.4583,0.0,3.0
580,1,2.0,1.0,32.0,0,0,7.925,2.0,2.0
581,1,1.0,0.0,25.0,1,1,30.0,2.0,1.0
582,1,0.0,0.0,39.0,1,1,110.8833,0.0,3.0
583,0,1.0,1.0,54.0,0,0,26.0,2.0,2.0
584,0,0.0,1.0,36.0,0,0,40.125,0.0,2.0
585,0,2.0,1.0,25.0,0,0,8.7125,0.0,2.0
586,1,0.0,0.0,18.0,0,2,79.65,2.0,1.0
587,0,1.0,1.0,47.0,0,0,15.0,2.0,2.0
588,1,0.0,1.0,60.0,1,1,79.2,0.0,2.0
589,0,2.0,1.0,22.0,0,0,8.05,2.0,2.0
590,0,2.0,1.0,30.0,0,0,8.05,2.0,2.0
591,0,2.0,1.0,35.0,0,0,7.125,2.0,2.0
592,1,0.0,0.0,52.0,1,0,78.2667,0.0,3.0
593,0,2.0,1.0,47.0,0,0,7.25,2.0,2.0
594,0,2.0,0.0,40.0,0,2,7.75,1.0,1.0
595,0,1.0,1.0,37.0,1,0,26.0,2.0,2.0
596,0,2.0,1.0,36.0,1,1,24.15,2.0,2.0
597,1,1.0,0.0,38.0,0,0,33.0,2.0,1.0
598,0,2.0,1.0,49.0,0,0,0.0,2.0,2.0
599,0,2.0,1.0,23.0,0,0,7.225,0.0,2.0
600,1,0.0,1.0,49.0,1,0,56.9292,0.0,4.0
601,1,1.0,0.0,24.0,2,1,27.0,2.0,3.0
602,0,2.0,1.0,36.0,0,0,7.8958,2.0,2.0
603,0,0.0,1.0,32.0,0,0,42.4,2.0,2.0
604,0,2.0,1.0,44.0,0,0,8.05,2.0,2.0
605,1,0.0,1.0,35.0,0,0,26.55,0.0,2.0
606,0,2.0,1.0,36.0,1,0,15.55,2.0,2.0
607,0,2.0,1.0,30.0,0,0,7.8958,2.0,2.0
608,1,0.0,1.0,27.0,0,0,30.5,2.0,2.0
609,1,1.0,0.0,22.0,1,2,41.5792,0.0,3.0
610,1,0.0,0.0,40.0,0,0,153.4625,2.0,1.0
611,0,2.0,0.0,39.0,1,5,31.275,2.0,3.0
612,0,2.0,1.0,20.0,0,0,7.05,2.0,2.0
613,1,2.0,0.0,20.0,1,0,15.5,1.0,1.0
614,0,2.0,1.0,39.0,0,0,7.75,1.0,2.0
615,0,2.0,1.0,35.0,0,0,8.05,2.0,2.0
616,1,1.0,0.0,24.0,1,2,65.0,2.0,1.0
617,0,2.0,1.0,34.0,1,1,14.4,2.0,2.0
618,0,2.0,0.0,26.0,1,0,16.1,2.0,3.0
619,1,1.0,0.0,4.0,2,1,39.0,2.0,1.0
620,0,1.0,1.0,26.0,0,0,10.5,2.0,2.0
621,0,2.0,1.0,27.0,1,0,14.4542,0.0,2.0
622,1,0.0,1.0,42.0,1,0,52.5542,2.0,2.0
623,1,2.0,1.0,20.0,1,1,15.7417,0.0,2.0
624,0,2.0,1.0,21.0,0,0,7.8542,2.0,2.0
625,0,2.0,1.0,21.0,0,0,16.1,2.0,2.0
626,0,0.0,1.0,61.0,0,0,32.3208,2.0,2.0
627,0,1.0,1.0,57.0,0,0,12.35,1.0,4.0
628,1,0.0,0.0,21.0,0,0,77.9583,2.0,1.0
629,0,2.0,1.0,26.0,0,0,7.8958,2.0,2.0
630,0,2.0,1.0,43.0,0,0,7.7333,1.0,2.0
631,1,0.0,1.0,80.0,0,0,30.0,2.0,2.0
632,0,2.0,1.0,51.0,0,0,7.0542,2.0,2.0
633,1,0.0,1.0,32.0,0,0,30.5,0.0,4.0
634,0,0.0,1.0,32.0,0,0,0.0,2.0,2.0
635,0,2.0,0.0,9.0,3,2,27.9,2.0,1.0
636,1,1.0,0.0,28.0,0,0,13.0,2.0,1.0
637,0,2.0,1.0,32.0,0,0,7.925,2.0,2.0
638,0,1.0,1.0,31.0,1,1,26.25,2.0,2.0
639,0,2.0,0.0,41.0,0,5,39.6875,2.0,3.0
640,0,2.0,1.0,35.0,1,0,16.1,2.0,2.0
641,0,2.0,1.0,20.0,0,0,7.8542,2.0,2.0
642,1,0.0,0.0,24.0,0,0,69.3,0.0,1.0
643,0,2.0,0.0,2.0,3,2,27.9,2.0,1.0
644,1,2.0,1.0,42.0,0,0,56.4958,2.0,2.0
645,1,2.0,0.0,0.75,2,1,19.2583,0.0,1.0
646,1,0.0,1.0,48.0,1,0,76.7292,0.0,2.0
647,0,2.0,1.0,19.0,0,0,7.8958,2.0,2.0
648,1,0.0,1.0,56.0,0,0,35.5,0.0,4.0
649,0,2.0,1.0,38.0,0,0,7.55,2.0,2.0
650,1,2.0,0.0,23.0,0,0,7.55,2.0,1.0
651,0,2.0,1.0,25.0,0,0,7.8958,2.0,2.0
652,1,1.0,0.0,18.0,0,1,23.0,2.0,1.0
653,0,2.0,1.0,21.0,0,0,8.4333,2.0,2.0
654,1,2.0,0.0,38.0,0,0,7.8292,1.0,1.0
655,0,2.0,0.0,18.0,0,0,6.75,1.0,1.0
656,0,1.0,1.0,24.0,2,0,73.5,2.0,2.0
657,0,2.0,1.0,43.0,0,0,7.8958,2.0,2.0
658,0,2.0,0.0,32.0,1,1,15.5,1.0,3.0
659,0,1.0,1.0,23.0,0,0,13.0,2.0,2.0
660,0,0.0,1.0,58.0,0,2,113.275,0.0,2.0
661,1,0.0,1.0,50.0,2,0,133.65,2.0,4.0
662,0,2.0,1.0,40.0,0,0,7.225,0.0,2.0
663,0,0.0,1.0,47.0,0,0,25.5875,2.0,2.0
664,0,2.0,1.0,36.0,0,0,7.4958,2.0,2.0
665,1,2.0,1.0,20.0,1,0,7.925,2.0,2.0
666,0,1.0,1.0,32.0,2,0,73.5,2.0,2.0
667,0,1.0,1.0,25.0,0,0,13.0,2.0,2.0
668,0,2.0,1.0,17.0,0,0,7.775,2.0,2.0
669,0,2.0,1.0,43.0,0,0,8.05,2.0,2.0
670,1,0.0,0.0,21.0,1,0,52.0,2.0,3.0
671,1,1.0,0.0,40.0,1,1,39.0,2.0,3.0
672,0,0.0,1.0,31.0,1,0,52.0,2.0,2.0
673,0,1.0,1.0,70.0,0,0,10.5,2.0,2.0
674,1,1.0,1.0,31.0,0,0,13.0,2.0,2.0
675,0,1.0,1.0,31.0,0,0,0.0,2.0,2.0
676,0,2.0,1.0,18.0,0,0,7.775,2.0,2.0
677,0,2.0,1.0,24.5,0,0,8.05,2.0,2.0
678,1,2.0,0.0,18.0,0,0,9.8417,2.0,1.0
679,0,2.0,0.0,43.0,1,6,46.9,2.0,3.0
680,1,0.0,1.0,36.0,0,1,512.3292,0.0,2.0
681,0,2.0,0.0,38.0,0,0,8.1375,1.0,1.0
682,1,0.0,1.0,27.0,0,0,76.7292,0.0,2.0
683,0,2.0,1.0,20.0,0,0,9.225,2.0,2.0
684,0,2.0,1.0,14.0,5,2,46.9,2.0,2.0
685,0,1.0,1.0,60.0,1,1,39.0,2.0,2.0
686,0,1.0,1.0,25.0,1,2,41.5792,0.0,2.0
687,0,2.0,1.0,14.0,4,1,39.6875,2.0,2.0
688,0,2.0,1.0,19.0,0,0,10.1708,2.0,2.0
689,0,2.0,1.0,18.0,0,0,7.7958,2.0,2.0
690,1,0.0,0.0,15.0,0,1,211.3375,2.0,1.0
691,1,0.0,1.0,31.0,1,0,57.0,2.0,2.0
692,1,2.0,0.0,4.0,0,1,13.4167,0.0,1.0
693,1,2.0,1.0,34.0,0,0,56.4958,2.0,2.0
694,0,2.0,1.0,25.0,0,0,7.225,0.0,2.0
695,0,0.0,1.0,60.0,0,0,26.55,2.0,4.0
696,0,1.0,1.0,52.0,0,0,13.5,2.0,2.0
697,0,2.0,1.0,44.0,0,0,8.05,2.0,2.0
698,1,2.0,0.0,24.0,0,0,7.7333,1.0,1.0
699,0,0.0,1.0,49.0,1,1,110.8833,0.0,2.0
700,0,2.0,1.0,42.0,0,0,7.65,2.0,2.0
701,1,0.0,0.0,18.0,1,0,227.525,0.0,3.0
702,1,0.0,1.0,35.0,0,0,26.2875,2.0,2.0
703,0,2.0,0.0,18.0,0,1,14.4542,0.0,1.0
704,0,2.0,1.0,25.0,0,0,7.7417,1.0,2.0
705,0,2.0,1.0,26.0,1,0,7.8542,2.0,2.0
706,0,1.0,1.0,39.0,0,0,26.0,2.0,2.0
707,1,1.0,0.0,45.0,0,0,13.5,2.0,3.0
708,1,0.0,1.0,42.0,0,0,26.2875,2.0,2.0
709,1,0.0,0.0,22.0,0,0,151.55,2.0,1.0
710,1,2.0,1.0,17.0,1,1,15.2458,0.0,0.0
711,1,0.0,0.0,24.0,0,0,49.5042,0.0,1.0
712,0,0.0,1.0,25.0,0,0,26.55,2.0,2.0
713,1,0.0,1.0,48.0,1,0,52.0,2.0,2.0
714,0,2.0,1.0,29.0,0,0,9.4833,2.0,2.0
715,0,1.0,1.0,52.0,0,0,13.0,2.0,2.0
716,0,2.0,1.0,19.0,0,0,7.65,2.0,2.0
717,1,0.0,0.0,38.0,0,0,227.525,0.0,1.0
718,1,1.0,0.0,27.0,0,0,10.5,2.0,1.0
719,0,2.0,1.0,33.0,0,0,15.5,1.0,2.0
720,0,2.0,1.0,33.0,0,0,7.775,2.0,2.0
721,1,1.0,0.0,6.0,0,1,33.0,2.0,1.0
722,0,2.0,1.0,17.0,1,0,7.0542,2.0,2.0
723,0,1.0,1.0,34.0,0,0,13.0,2.0,2.0
724,0,1.0,1.0,50.0,0,0,13.0,2.0,2.0
725,1,0.0,1.0,27.0,1,0,53.1,2.0,2.0
726,0,2.0,1.0,20.0,0,0,8.6625,2.0,2.0
727,1,1.0,0.0,30.0,3,0,21.0,2.0,3.0
728,1,2.0,0.0,24.0,0,0,7.7375,1.0,1.0
729,0,1.0,1.0,25.0,1,0,26.0,2.0,2.0
730,0,2.0,0.0,25.0,1,0,7.925,2.0,1.0
731,1,0.0,0.0,29.0,0,0,211.3375,2.0,1.0
732,0,2.0,1.0,11.0,0,0,18.7875,0.0,2.0
733,0,1.0,1.0,18.0,0,0,0.0,2.0,2.0
734,0,1.0,1.0,23.0,0,0,13.0,2.0,2.0
735,0,1.0,1.0,23.0,0,0,13.0,2.0,2.0
736,0,2.0,1.0,28.5,0,0,16.1,2.0,2.0
737,0,2.0,0.0,48.0,1,3,34.375,2.0,3.0
738,1,0.0,1.0,35.0,0,0,512.3292,0.0,2.0
739,0,2.0,1.0,37.0,0,0,7.8958,2.0,2.0
740,0,2.0,1.0,15.0,0,0,7.8958,2.0,2.0
741,1,0.0,1.0,34.0,0,0,30.0,2.0,2.0
742,0,0.0,1.0,36.0,1,0,78.85,2.0,2.0
743,1,0.0,0.0,21.0,2,2,262.375,0.0,1.0
744,0,2.0,1.0,24.0,1,0,16.1,2.0,2.0
745,1,2.0,1.0,31.0,0,0,7.925,2.0,2.0
746,0,0.0,1.0,70.0,1,1,71.0,2.0,4.0
747,0,2.0,1.0,16.0,1,1,20.25,2.0,2.0
748,1,1.0,0.0,30.0,0,0,13.0,2.0,1.0
749,0,0.0,1.0,19.0,1,0,53.1,2.0,2.0
750,0,2.0,1.0,31.0,0,0,7.75,1.0,2.0
751,1,1.0,0.0,4.0,1,1,23.0,2.0,1.0
752,1,2.0,1.0,6.0,0,1,12.475,2.0,0.0
753,0,2.0,1.0,33.0,0,0,9.5,2.0,2.0
754,0,2.0,1.0,23.0,0,0,7.8958,2.0,2.0
755,1,1.0,0.0,48.0,1,2,65.0,2.0,3.0
756,1,1.0,1.0,0.67,1,1,14.5,2.0,0.0
757,0,2.0,1.0,28.0,0,0,7.7958,2.0,2.0
758,0,1.0,1.0,18.0,0,0,11.5,2.0,2.0
759,0,2.0,1.0,34.0,0,0,8.05,2.0,2.0
760,1,0.0,0.0,33.0,0,0,86.5,2.0,4.0
761,0,2.0,1.0,32.0,0,0,14.5,2.0,2.0
762,0,2.0,1.0,41.0,0,0,7.125,2.0,2.0
763,1,2.0,1.0,20.0,0,0,7.2292,0.0,2.0
764,1,0.0,0.0,36.0,1,2,120.0,2.0,3.0
765,0,2.0,1.0,16.0,0,0,7.775,2.0,2.0
766,1,0.0,0.0,51.0,1,0,77.9583,2.0,3.0
767,0,0.0,1.0,28.0,0,0,39.6,0.0,4.0
768,0,2.0,0.0,30.5,0,0,7.75,1.0,1.0
769,0,2.0,1.0,43.0,1,0,24.15,1.0,2.0
770,0,2.0,1.0,32.0,0,0,8.3625,2.0,2.0
771,0,2.0,1.0,24.0,0,0,9.5,2.0,2.0
772,0,2.0,1.0,48.0,0,0,7.8542,2.0,2.0
773,0,1.0,0.0,57.0,0,0,10.5,2.0,3.0
774,0,2.0,1.0,28.0,0,0,7.225,0.0,2.0
775,1,1.0,0.0,54.0,1,3,23.0,2.0,3.0
776,0,2.0,1.0,18.0,0,0,7.75,2.0,2.0
777,0,2.0,1.0,20.0,0,0,7.75,1.0,2.0
778,1,2.0,0.0,5.0,0,0,12.475,2.0,1.0
779,0,2.0,1.0,30.0,0,0,7.7375,1.0,2.0
780,1,0.0,0.0,43.0,0,1,211.3375,2.0,3.0
781,1,2.0,0.0,13.0,0,0,7.2292,0.0,1.0
782,1,0.0,0.0,17.0,1,0,57.0,2.0,3.0
783,0,0.0,1.0,29.0,0,0,30.0,2.0,2.0
784,0,2.0,1.0,31.0,1,2,23.45,2.0,2.0
785,0,2.0,1.0,25.0,0,0,7.05,2.0,2.0
786,0,2.0,1.0,25.0,0,0,7.25,2.0,2.0
787,1,2.0,0.0,18.0,0,0,7.4958,2.0,1.0
788,0,2.0,1.0,8.0,4,1,29.125,1.0,0.0
789,1,2.0,1.0,1.0,1,2,20.575,2.0,0.0
790,0,0.0,1.0,46.0,0,0,79.2,0.0,2.0
791,0,2.0,1.0,24.0,0,0,7.75,1.0,2.0
792,0,1.0,1.0,16.0,0,0,26.0,2.0,2.0
793,0,2.0,0.0,35.0,8,2,69.55,2.0,1.0
794,0,0.0,1.0,27.0,0,0,30.6958,0.0,2.0
795,0,2.0,1.0,25.0,0,0,7.8958,2.0,2.0
796,0,1.0,1.0,39.0,0,0,13.0,2.0,2.0
797,1,0.0,0.0,49.0,0,0,25.9292,2.0,4.0
798,1,2.0,0.0,31.0,0,0,8.6833,2.0,3.0
799,0,2.0,1.0,30.0,0,0,7.2292,0.0,2.0
800,0,2.0,0.0,30.0,1,1,24.15,2.0,3.0
801,0,1.0,1.0,34.0,0,0,13.0,2.0,2.0
802,1,1.0,0.0,31.0,1,1,26.25,2.0,3.0
803,1,0.0,1.0,11.0,1,2,120.0,2.0,0.0
804,1,2.0,1.0,0.42,0,1,8.5167,0.0,0.0
805,1,2.0,1.0,27.0,0,0,6.975,2.0,2.0
806,0,2.0,1.0,31.0,0,0,7.775,2.0,2.0
807,0,0.0,1.0,39.0,0,0,0.0,2.0,2.0
808,0,2.0,0.0,18.0,0,0,7.775,2.0,1.0
809,0,1.0,1.0,39.0,0,0,13.0,2.0,2.0
810,1,0.0,0.0,33.0,1,0,53.1,2.0,3.0
811,0,2.0,1.0,26.0,0,0,7.8875,2.0,2.0
812,0,2.0,1.0,39.0,0,0,24.15,2.0,2.0
813,0,1.0,1.0,35.0,0,0,10.5,2.0,2.0
814,0,2.0,0.0,6.0,4,2,31.275,2.0,1.0
815,0,2.0,1.0,30.5,0,0,8.05,2.0,2.0
816,0,0.0,1.0,25.0,0,0,0.0,2.0,2.0
817,0,2.0,0.0,23.0,0,0,7.925,2.0,1.0
818,0,1.0,1.0,31.0,1,1,37.0042,0.0,2.0
819,0,2.0,1.0,43.0,0,0,6.45,2.0,2.0
820,0,2.0,1.0,10.0,3,2,27.9,2.0,0.0
821,1,0.0,0.0,52.0,1,1,93.5,2.0,3.0
822,1,2.0,1.0,27.0,0,0,8.6625,2.0,2.0
823,0,0.0,1.0,38.0,0,0,0.0,2.0,4.0
824,1,2.0,0.0,27.0,0,1,12.475,2.0,3.0
825,0,2.0,1.0,2.0,4,1,39.6875,2.0,0.0
826,0,2.0,1.0,37.0,0,0,6.95,1.0,2.0
827,0,2.0,1.0,18.0,0,0,56.4958,2.0,2.0
828,1,1.0,1.0,1.0,0,2,37.0042,0.0,0.0
829,1,2.0,1.0,36.0,0,0,7.75,1.0,2.0
830,1,0.0,0.0,62.0,0,0,80.0,2.0,3.0
831,1,2.0,0.0,15.0,1,0,14.4542,0.0,3.0
832,1,1.0,1.0,0.83,1,1,18.75,2.0,0.0
833,0,2.0,1.0,41.0,0,0,7.2292,0.0,2.0
834,0,2.0,1.0,23.0,0,0,7.8542,2.0,2.0
835,0,2.0,1.0,18.0,0,0,8.3,2.0,2.0
836,1,0.0,0.0,39.0,1,1,83.1583,0.0,1.0
837,0,2.0,1.0,21.0,0,0,8.6625,2.0,2.0
838,0,2.0,1.0,31.0,0,0,8.05,2.0,2.0
839,1,2.0,1.0,32.0,0,0,56.4958,2.0,2.0
840,1,0.0,1.0,36.0,0,0,29.7,0.0,2.0
841,0,2.0,1.0,20.0,0,0,7.925,2.0,2.0
842,0,1.0,1.0,16.0,0,0,10.5,2.0,2.0
843,1,0.0,0.0,30.0,0,0,31.0,0.0,1.0
844,0,2.0,1.0,34.5,0,0,6.4375,0.0,2.0
845,0,2.0,1.0,17.0,0,0,8.6625,2.0,2.0
846,0,2.0,1.0,42.0,0,0,7.55,2.0,2.0
847,0,2.0,1.0,29.0,8,2,69.55,2.0,2.0
848,0,2.0,1.0,35.0,0,0,7.8958,0.0,2.0
849,0,1.0,1.0,28.0,0,1,33.0,2.0,4.0
850,1,0.0,0.0,35.0,1,0,89.1042,0.0,3.0
851,0,2.0,1.0,4.0,4,2,31.275,2.0,0.0
852,0,2.0,1.0,74.0,0,0,7.775,2.0,2.0
853,0,2.0,0.0,9.0,1,1,15.2458,0.0,1.0
854,1,0.0,0.0,16.0,0,1,39.4,2.0,1.0
855,0,1.0,0.0,44.0,1,0,26.0,2.0,3.0
856,1,2.0,0.0,18.0,0,1,9.35,2.0,3.0
857,1,0.0,0.0,45.0,1,1,164.8667,2.0,3.0
858,1,0.0,1.0,51.0,0,0,26.55,2.0,2.0
859,1,2.0,0.0,24.0,0,3,19.2583,0.0,3.0
860,0,2.0,1.0,36.0,0,0,7.2292,0.0,2.0
861,0,2.0,1.0,41.0,2,0,14.1083,2.0,2.0
